id,dteday,season,yr,mnth,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,felt_temp,humidity,year,weather
6803,2011-10-16,Winter,0,10,0,0,0,0,1,13.620000000000001,0.4545,0.44,8.9981,22,85,107,13.997,44.0,2011,Sunday
6804,2011-10-16,Winter,0,10,1,0,0,0,1,12.68,0.4394,0.47,8.9981,13,64,77,13.000399999999999,47.0,2011,Sunday
6805,2011-10-16,Winter,0,10,2,0,0,0,1,11.739999999999998,0.4242,0.54,8.9981,13,52,65,11.997200000000003,54.0,2011,Sunday
6806,2011-10-16,Winter,0,10,3,0,0,0,1,11.739999999999998,0.4242,0.54,8.9981,11,31,42,11.997200000000003,54.0,2011,Sunday
6807,2011-10-16,Winter,0,10,4,0,0,0,1,11.739999999999998,0.4242,0.54,12.998000000000001,5,7,12,11.997200000000003,54.0,2011,Sunday
6808,2011-10-16,Winter,0,10,5,0,0,0,1,11.739999999999998,0.4242,0.54,11.0014,1,6,7,11.997200000000003,54.0,2011,Sunday
6809,2011-10-16,Winter,0,10,6,0,0,0,1,9.86,0.3939,0.66,11.0014,3,7,10,9.997399999999999,66.0,2011,Sunday
6810,2011-10-16,Winter,0,10,7,0,0,0,1,10.8,0.4091,0.62,8.9981,9,39,48,11.000600000000002,62.0,2011,Sunday
6811,2011-10-16,Winter,0,10,8,0,0,0,1,12.68,0.4394,0.62,12.998000000000001,28,71,99,13.000399999999999,62.0,2011,Sunday
6812,2011-10-16,Winter,0,10,9,0,0,0,1,15.5,0.4848,0.45,15.001299999999999,39,151,190,15.9968,45.0,2011,Sunday
6813,2011-10-16,Winter,0,10,10,0,0,0,1,17.380000000000003,0.5152,0.45,16.997899999999998,121,226,347,18.0032,45.0,2011,Sunday
6814,2011-10-16,Winter,0,10,11,0,0,0,1,18.320000000000004,0.5303,0.35,19.0012,159,218,377,18.9998,35.0,2011,Sunday
6815,2011-10-16,Winter,0,10,12,0,0,0,1,19.259999999999998,0.5455,0.35,16.997899999999998,167,277,444,20.003,35.0,2011,Sunday
6816,2011-10-16,Winter,0,10,13,0,0,0,1,20.2,0.6212,0.35,19.999499999999998,169,269,438,24.999200000000002,35.0,2011,Sunday
6817,2011-10-16,Winter,0,10,14,0,0,0,1,20.2,0.6212,0.4,19.999499999999998,204,258,462,24.999200000000002,40.0,2011,Sunday
6818,2011-10-16,Winter,0,10,15,0,0,0,1,21.14,0.6212,0.35,26.0027,182,230,412,24.999200000000002,35.0,2011,Sunday
6819,2011-10-16,Winter,0,10,16,0,0,0,1,20.2,0.6212,0.46,26.0027,177,289,466,24.999200000000002,46.0,2011,Sunday
6820,2011-10-16,Winter,0,10,17,0,0,0,1,19.259999999999998,0.5455,0.49,31.0009,152,253,405,20.003,49.0,2011,Sunday
6821,2011-10-16,Winter,0,10,18,0,0,0,1,18.320000000000004,0.5303,0.49,30.002599999999997,102,226,328,18.9998,49.0,2011,Sunday
6822,2011-10-16,Winter,0,10,19,0,0,0,1,17.380000000000003,0.5152,0.52,26.0027,52,181,233,18.0032,52.0,2011,Sunday
6823,2011-10-16,Winter,0,10,20,0,0,0,1,17.380000000000003,0.5152,0.52,31.0009,49,129,178,18.0032,52.0,2011,Sunday
6824,2011-10-16,Winter,0,10,21,0,0,0,1,17.380000000000003,0.5152,0.52,26.0027,14,88,102,18.0032,52.0,2011,Sunday
6825,2011-10-16,Winter,0,10,22,0,0,0,1,18.320000000000004,0.5303,0.49,27.999299999999998,42,88,130,18.9998,49.0,2011,Sunday
6826,2011-10-16,Winter,0,10,23,0,0,0,1,18.320000000000004,0.5303,0.52,27.999299999999998,14,48,62,18.9998,52.0,2011,Sunday
6827,2011-10-17,Winter,0,10,0,0,1,1,1,17.380000000000003,0.5152,0.56,22.0028,12,25,37,18.0032,56.00000000000001,2011,Monday
6828,2011-10-17,Winter,0,10,1,0,1,1,1,18.320000000000004,0.5303,0.54,26.0027,2,15,17,18.9998,54.0,2011,Monday
6829,2011-10-17,Winter,0,10,2,0,1,1,1,18.320000000000004,0.5303,0.54,26.0027,4,3,7,18.9998,54.0,2011,Monday
6830,2011-10-17,Winter,0,10,3,0,1,1,1,18.320000000000004,0.5303,0.49,12.998000000000001,0,2,2,18.9998,49.0,2011,Monday
6831,2011-10-17,Winter,0,10,4,0,1,1,1,16.44,0.5,0.59,11.0014,2,3,5,17.0,59.0,2011,Monday
6832,2011-10-17,Winter,0,10,5,0,1,1,1,15.5,0.4848,0.63,19.999499999999998,1,28,29,15.9968,63.0,2011,Monday
6833,2011-10-17,Winter,0,10,6,0,1,1,1,15.5,0.4848,0.55,16.997899999999998,7,107,114,15.9968,55.00000000000001,2011,Monday
6834,2011-10-17,Winter,0,10,7,0,1,1,2,15.5,0.4848,0.55,11.0014,10,299,309,15.9968,55.00000000000001,2011,Monday
6835,2011-10-17,Winter,0,10,8,0,1,1,2,15.5,0.4848,0.51,16.997899999999998,33,381,414,15.9968,51.0,2011,Monday
6836,2011-10-17,Winter,0,10,9,0,1,1,2,15.5,0.4848,0.45,19.0012,26,180,206,15.9968,45.0,2011,Monday
6837,2011-10-17,Winter,0,10,10,0,1,1,1,16.44,0.5,0.45,11.0014,43,92,135,17.0,45.0,2011,Monday
6838,2011-10-17,Winter,0,10,11,0,1,1,1,18.320000000000004,0.5303,0.43,0.0,35,131,166,18.9998,43.0,2011,Monday
6839,2011-10-17,Winter,0,10,12,0,1,1,1,18.320000000000004,0.5303,0.4,6.0032,39,166,205,18.9998,40.0,2011,Monday
6840,2011-10-17,Winter,0,10,13,0,1,1,1,18.320000000000004,0.5303,0.46,6.0032,49,156,205,18.9998,46.0,2011,Monday
6841,2011-10-17,Winter,0,10,14,0,1,1,1,19.259999999999998,0.5455,0.49,12.998000000000001,44,122,166,20.003,49.0,2011,Monday
6842,2011-10-17,Winter,0,10,15,0,1,1,1,18.320000000000004,0.5303,0.6,16.997899999999998,66,142,208,18.9998,60.0,2011,Monday
6843,2011-10-17,Winter,0,10,16,0,1,1,1,19.259999999999998,0.5455,0.56,16.997899999999998,64,238,302,20.003,56.00000000000001,2011,Monday
6844,2011-10-17,Winter,0,10,17,0,1,1,1,18.320000000000004,0.5303,0.64,8.9981,80,540,620,18.9998,64.0,2011,Monday
6845,2011-10-17,Winter,0,10,18,0,1,1,1,18.320000000000004,0.5303,0.6,0.0,49,469,518,18.9998,60.0,2011,Monday
6846,2011-10-17,Winter,0,10,19,0,1,1,1,17.380000000000003,0.5152,0.68,7.0015,45,288,333,18.0032,68.0,2011,Monday
6847,2011-10-17,Winter,0,10,20,0,1,1,1,16.44,0.5,0.77,7.0015,40,189,229,17.0,77.0,2011,Monday
6848,2011-10-17,Winter,0,10,21,0,1,1,1,15.5,0.4848,0.77,7.0015,36,141,177,15.9968,77.0,2011,Monday
6849,2011-10-17,Winter,0,10,22,0,1,1,1,15.5,0.4848,0.77,0.0,16,88,104,15.9968,77.0,2011,Monday
6850,2011-10-17,Winter,0,10,23,0,1,1,2,14.559999999999999,0.4697,0.88,0.0,10,52,62,15.0002,88.0,2011,Monday
6851,2011-10-18,Winter,0,10,0,0,2,1,1,14.559999999999999,0.4697,0.82,0.0,8,23,31,15.0002,82.0,2011,Tuesday
6852,2011-10-18,Winter,0,10,1,0,2,1,2,13.620000000000001,0.4545,0.88,0.0,4,7,11,13.997,88.0,2011,Tuesday
6853,2011-10-18,Winter,0,10,2,0,2,1,1,12.68,0.4394,0.94,6.0032,1,4,5,13.000399999999999,94.0,2011,Tuesday
6854,2011-10-18,Winter,0,10,3,0,2,1,1,12.68,0.4394,0.94,6.0032,0,1,1,13.000399999999999,94.0,2011,Tuesday
6855,2011-10-18,Winter,0,10,4,0,2,1,2,12.68,0.4394,0.94,7.0015,0,4,4,13.000399999999999,94.0,2011,Tuesday
6856,2011-10-18,Winter,0,10,5,0,2,1,2,13.620000000000001,0.4545,0.88,0.0,2,19,21,13.997,88.0,2011,Tuesday
6857,2011-10-18,Winter,0,10,6,0,2,1,1,13.620000000000001,0.4545,0.82,6.0032,4,105,109,13.997,82.0,2011,Tuesday
6858,2011-10-18,Winter,0,10,7,0,2,1,1,13.620000000000001,0.4545,0.88,6.0032,15,326,341,13.997,88.0,2011,Tuesday
6859,2011-10-18,Winter,0,10,8,0,2,1,1,15.5,0.4848,0.77,6.0032,25,474,499,15.9968,77.0,2011,Tuesday
6860,2011-10-18,Winter,0,10,9,0,2,1,2,16.44,0.5,0.77,6.0032,29,198,227,17.0,77.0,2011,Tuesday
6861,2011-10-18,Winter,0,10,10,0,2,1,2,18.320000000000004,0.5303,0.68,0.0,27,75,102,18.9998,68.0,2011,Tuesday
6862,2011-10-18,Winter,0,10,11,0,2,1,2,20.2,0.6212,0.49,7.0015,35,112,147,24.999200000000002,49.0,2011,Tuesday
6863,2011-10-18,Winter,0,10,12,0,2,1,2,21.14,0.6212,0.43,6.0032,42,159,201,24.999200000000002,43.0,2011,Tuesday
6864,2011-10-18,Winter,0,10,13,0,2,1,2,22.080000000000002,0.6212,0.38,12.998000000000001,48,171,219,24.999200000000002,38.0,2011,Tuesday
6865,2011-10-18,Winter,0,10,14,0,2,1,2,21.14,0.6212,0.41,11.0014,32,137,169,24.999200000000002,41.0,2011,Tuesday
6866,2011-10-18,Winter,0,10,15,0,2,1,1,21.14,0.6212,0.5,12.998000000000001,66,139,205,24.999200000000002,50.0,2011,Tuesday
6867,2011-10-18,Winter,0,10,16,0,2,1,1,21.14,0.6212,0.57,16.997899999999998,58,246,304,24.999200000000002,56.99999999999999,2011,Tuesday
6868,2011-10-18,Winter,0,10,17,0,2,1,1,20.2,0.6061,0.6,8.9981,72,553,625,24.0026,60.0,2011,Tuesday
6869,2011-10-18,Winter,0,10,18,0,2,1,1,18.320000000000004,0.5303,0.68,7.0015,58,512,570,18.9998,68.0,2011,Tuesday
6870,2011-10-18,Winter,0,10,19,0,2,1,1,18.320000000000004,0.5303,0.6,7.0015,31,286,317,18.9998,60.0,2011,Tuesday
6871,2011-10-18,Winter,0,10,20,0,2,1,1,17.380000000000003,0.5152,0.64,11.0014,23,204,227,18.0032,64.0,2011,Tuesday
6872,2011-10-18,Winter,0,10,21,0,2,1,2,17.380000000000003,0.5152,0.68,8.9981,28,178,206,18.0032,68.0,2011,Tuesday
6873,2011-10-18,Winter,0,10,22,0,2,1,2,16.44,0.5,0.77,11.0014,22,115,137,17.0,77.0,2011,Tuesday
6874,2011-10-18,Winter,0,10,23,0,2,1,2,16.44,0.5,0.77,12.998000000000001,7,63,70,17.0,77.0,2011,Tuesday
6875,2011-10-19,Winter,0,10,0,0,3,1,2,16.44,0.5,0.77,12.998000000000001,11,23,34,17.0,77.0,2011,Wednesday
6876,2011-10-19,Winter,0,10,1,0,3,1,2,16.44,0.5,0.77,12.998000000000001,7,9,16,17.0,77.0,2011,Wednesday
6877,2011-10-19,Winter,0,10,2,0,3,1,2,16.44,0.5,0.77,12.998000000000001,1,6,7,17.0,77.0,2011,Wednesday
6878,2011-10-19,Winter,0,10,4,0,3,1,3,15.5,0.4848,0.94,12.998000000000001,0,3,3,15.9968,94.0,2011,Wednesday
6879,2011-10-19,Winter,0,10,5,0,3,1,3,15.5,0.4848,1.0,7.0015,0,3,3,15.9968,100.0,2011,Wednesday
6880,2011-10-19,Winter,0,10,6,0,3,1,3,16.44,0.5,0.83,16.997899999999998,3,28,31,17.0,83.0,2011,Wednesday
6881,2011-10-19,Winter,0,10,7,0,3,1,3,16.44,0.5,0.77,16.997899999999998,1,67,68,17.0,77.0,2011,Wednesday
6882,2011-10-19,Winter,0,10,8,0,3,1,3,17.380000000000003,0.5152,0.7,32.9975,10,200,210,18.0032,70.0,2011,Wednesday
6883,2011-10-19,Winter,0,10,9,0,3,1,3,16.44,0.5,0.88,32.9975,17,185,202,17.0,88.0,2011,Wednesday
6884,2011-10-19,Winter,0,10,10,0,3,1,3,16.44,0.5,0.88,32.9975,14,109,123,17.0,88.0,2011,Wednesday
6885,2011-10-19,Winter,0,10,11,0,3,1,3,16.44,0.5,0.94,16.997899999999998,33,116,149,17.0,94.0,2011,Wednesday
6886,2011-10-19,Winter,0,10,12,0,3,1,3,16.44,0.5,0.94,22.0028,13,117,130,17.0,94.0,2011,Wednesday
6887,2011-10-19,Winter,0,10,13,0,3,1,2,17.380000000000003,0.5152,0.94,19.0012,20,86,106,18.0032,94.0,2011,Wednesday
6888,2011-10-19,Winter,0,10,14,0,3,1,3,17.380000000000003,0.5152,0.94,11.0014,17,80,97,18.0032,94.0,2011,Wednesday
6889,2011-10-19,Winter,0,10,15,0,3,1,3,17.380000000000003,0.5152,1.0,8.9981,21,99,120,18.0032,100.0,2011,Wednesday
6890,2011-10-19,Winter,0,10,16,0,3,1,3,18.320000000000004,0.5303,0.94,11.0014,21,180,201,18.9998,94.0,2011,Wednesday
6891,2011-10-19,Winter,0,10,17,0,3,1,3,18.320000000000004,0.5303,0.94,11.0014,11,170,181,18.9998,94.0,2011,Wednesday
6892,2011-10-19,Winter,0,10,18,0,3,1,3,18.320000000000004,0.5303,1.0,11.0014,8,132,140,18.9998,100.0,2011,Wednesday
6893,2011-10-19,Winter,0,10,19,0,3,1,2,20.2,0.5455,0.88,8.9981,8,189,197,20.003,88.0,2011,Wednesday
6894,2011-10-19,Winter,0,10,20,0,3,1,3,20.2,0.5152,0.94,6.0032,5,140,145,18.0032,94.0,2011,Wednesday
6895,2011-10-19,Winter,0,10,21,0,3,1,2,19.259999999999998,0.5455,0.94,8.9981,6,79,85,20.003,94.0,2011,Wednesday
6896,2011-10-19,Winter,0,10,22,0,3,1,2,19.259999999999998,0.5455,0.94,23.9994,13,94,107,20.003,94.0,2011,Wednesday
6897,2011-10-19,Winter,0,10,23,0,3,1,2,19.259999999999998,0.5455,0.94,23.9994,14,55,69,20.003,94.0,2011,Wednesday
6898,2011-10-20,Winter,0,10,0,0,4,1,1,18.320000000000004,0.5303,0.94,19.999499999999998,4,22,26,18.9998,94.0,2011,Thursday
6899,2011-10-20,Winter,0,10,1,0,4,1,1,18.320000000000004,0.5303,0.88,23.9994,4,11,15,18.9998,88.0,2011,Thursday
6900,2011-10-20,Winter,0,10,2,0,4,1,1,18.320000000000004,0.5303,0.88,30.002599999999997,0,4,4,18.9998,88.0,2011,Thursday
6901,2011-10-20,Winter,0,10,3,0,4,1,1,15.5,0.4848,0.82,31.0009,0,1,1,15.9968,82.0,2011,Thursday
6902,2011-10-20,Winter,0,10,4,0,4,1,1,15.5,0.4848,0.82,31.0009,2,6,8,15.9968,82.0,2011,Thursday
6903,2011-10-20,Winter,0,10,5,0,4,1,1,14.559999999999999,0.4697,0.82,23.9994,2,24,26,15.0002,82.0,2011,Thursday
6904,2011-10-20,Winter,0,10,6,0,4,1,1,12.68,0.4394,0.82,27.999299999999998,5,87,92,13.000399999999999,82.0,2011,Thursday
6905,2011-10-20,Winter,0,10,7,0,4,1,1,11.739999999999998,0.4242,0.77,30.002599999999997,15,303,318,11.997200000000003,77.0,2011,Thursday
6906,2011-10-20,Winter,0,10,8,0,4,1,1,12.68,0.4394,0.67,35.0008,17,409,426,13.000399999999999,67.0,2011,Thursday
6907,2011-10-20,Winter,0,10,9,0,4,1,1,12.68,0.4394,0.67,39.000699999999995,26,197,223,13.000399999999999,67.0,2011,Thursday
6908,2011-10-20,Winter,0,10,10,0,4,1,1,13.620000000000001,0.4545,0.59,30.002599999999997,25,105,130,13.997,59.0,2011,Thursday
6909,2011-10-20,Winter,0,10,11,0,4,1,1,14.559999999999999,0.4697,0.55,35.0008,30,99,129,15.0002,55.00000000000001,2011,Thursday
6910,2011-10-20,Winter,0,10,12,0,4,1,1,14.559999999999999,0.4697,0.48,35.0008,28,171,199,15.0002,48.0,2011,Thursday
6911,2011-10-20,Winter,0,10,13,0,4,1,1,15.5,0.4848,0.45,39.000699999999995,28,136,164,15.9968,45.0,2011,Thursday
6912,2011-10-20,Winter,0,10,14,0,4,1,2,14.559999999999999,0.4697,0.48,36.9974,38,117,155,15.0002,48.0,2011,Thursday
6913,2011-10-20,Winter,0,10,15,0,4,1,2,14.559999999999999,0.4697,0.51,30.002599999999997,22,138,160,15.0002,51.0,2011,Thursday
6914,2011-10-20,Winter,0,10,16,0,4,1,2,14.559999999999999,0.4697,0.51,30.002599999999997,31,203,234,15.0002,51.0,2011,Thursday
6915,2011-10-20,Winter,0,10,17,0,4,1,2,14.559999999999999,0.4697,0.48,26.0027,56,438,494,15.0002,48.0,2011,Thursday
6916,2011-10-20,Winter,0,10,18,0,4,1,2,13.620000000000001,0.4545,0.51,19.999499999999998,39,430,469,13.997,51.0,2011,Thursday
6917,2011-10-20,Winter,0,10,19,0,4,1,1,13.620000000000001,0.4545,0.51,23.9994,20,278,298,13.997,51.0,2011,Thursday
6918,2011-10-20,Winter,0,10,20,0,4,1,2,13.620000000000001,0.4545,0.51,22.0028,34,207,241,13.997,51.0,2011,Thursday
6919,2011-10-20,Winter,0,10,21,0,4,1,1,12.68,0.4394,0.51,19.999499999999998,16,149,165,13.000399999999999,51.0,2011,Thursday
6920,2011-10-20,Winter,0,10,22,0,4,1,1,12.68,0.4394,0.51,22.0028,22,106,128,13.000399999999999,51.0,2011,Thursday
6921,2011-10-20,Winter,0,10,23,0,4,1,1,11.739999999999998,0.4242,0.58,16.997899999999998,7,83,90,11.997200000000003,57.99999999999999,2011,Thursday
6922,2011-10-21,Winter,0,10,0,0,5,1,1,10.8,0.4091,0.62,16.997899999999998,8,42,50,11.000600000000002,62.0,2011,Friday
6923,2011-10-21,Winter,0,10,1,0,5,1,1,10.8,0.4091,0.62,15.001299999999999,7,19,26,11.000600000000002,62.0,2011,Friday
6924,2011-10-21,Winter,0,10,2,0,5,1,1,9.86,0.3939,0.66,11.0014,6,12,18,9.997399999999999,66.0,2011,Friday
6925,2011-10-21,Winter,0,10,3,0,5,1,1,8.919999999999998,0.3485,0.71,8.9981,0,7,7,7.000999999999998,71.0,2011,Friday
6926,2011-10-21,Winter,0,10,4,0,5,1,1,8.919999999999998,0.3485,0.71,11.0014,0,6,6,7.000999999999998,71.0,2011,Friday
6927,2011-10-21,Winter,0,10,5,0,5,1,1,7.98,0.3333,0.76,12.998000000000001,0,31,31,5.997799999999998,76.0,2011,Friday
6928,2011-10-21,Winter,0,10,6,0,5,1,1,8.919999999999998,0.3485,0.71,11.0014,7,78,85,7.000999999999998,71.0,2011,Friday
6929,2011-10-21,Winter,0,10,7,0,5,1,1,8.919999999999998,0.3485,0.71,11.0014,5,228,233,7.000999999999998,71.0,2011,Friday
6930,2011-10-21,Winter,0,10,8,0,5,1,1,10.8,0.4091,0.62,12.998000000000001,16,386,402,11.000600000000002,62.0,2011,Friday
6931,2011-10-21,Winter,0,10,9,0,5,1,2,11.739999999999998,0.4242,0.58,8.9981,33,189,222,11.997200000000003,57.99999999999999,2011,Friday
6932,2011-10-21,Winter,0,10,10,0,5,1,1,13.620000000000001,0.4545,0.51,11.0014,32,106,138,13.997,51.0,2011,Friday
6933,2011-10-21,Winter,0,10,11,0,5,1,1,15.5,0.4848,0.45,15.001299999999999,39,135,174,15.9968,45.0,2011,Friday
6934,2011-10-21,Winter,0,10,12,0,5,1,1,15.5,0.4848,0.45,19.999499999999998,47,193,240,15.9968,45.0,2011,Friday
6935,2011-10-21,Winter,0,10,13,0,5,1,1,14.559999999999999,0.4697,0.48,22.0028,43,163,206,15.0002,48.0,2011,Friday
6936,2011-10-21,Winter,0,10,14,0,5,1,1,16.44,0.5,0.42,19.999499999999998,67,131,198,17.0,42.0,2011,Friday
6937,2011-10-21,Winter,0,10,15,0,5,1,1,15.5,0.4848,0.45,19.0012,57,178,235,15.9968,45.0,2011,Friday
6938,2011-10-21,Winter,0,10,16,0,5,1,1,15.5,0.4848,0.45,16.997899999999998,60,242,302,15.9968,45.0,2011,Friday
6939,2011-10-21,Winter,0,10,17,0,5,1,2,13.620000000000001,0.4545,0.51,16.997899999999998,79,445,524,13.997,51.0,2011,Friday
6940,2011-10-21,Winter,0,10,18,0,5,1,2,12.68,0.4394,0.54,16.997899999999998,43,354,397,13.000399999999999,54.0,2011,Friday
6941,2011-10-21,Winter,0,10,19,0,5,1,2,12.68,0.4394,0.54,26.0027,25,228,253,13.000399999999999,54.0,2011,Friday
6942,2011-10-21,Winter,0,10,20,0,5,1,2,12.68,0.4394,0.54,15.001299999999999,29,155,184,13.000399999999999,54.0,2011,Friday
6943,2011-10-21,Winter,0,10,21,0,5,1,1,11.739999999999998,0.4242,0.58,11.0014,31,112,143,11.997200000000003,57.99999999999999,2011,Friday
6944,2011-10-21,Winter,0,10,22,0,5,1,1,11.739999999999998,0.4242,0.54,11.0014,24,89,113,11.997200000000003,54.0,2011,Friday
6945,2011-10-21,Winter,0,10,23,0,5,1,1,10.8,0.4091,0.62,15.001299999999999,18,99,117,11.000600000000002,62.0,2011,Friday
6946,2011-10-22,Winter,0,10,0,0,6,0,1,10.8,0.4091,0.62,12.998000000000001,16,80,96,11.000600000000002,62.0,2011,Saturday
6947,2011-10-22,Winter,0,10,1,0,6,0,1,10.8,0.4091,0.62,12.998000000000001,20,50,70,11.000600000000002,62.0,2011,Saturday
6948,2011-10-22,Winter,0,10,2,0,6,0,1,10.8,0.4091,0.62,16.997899999999998,6,25,31,11.000600000000002,62.0,2011,Saturday
6949,2011-10-22,Winter,0,10,3,0,6,0,1,10.8,0.4091,0.62,8.9981,1,19,20,11.000600000000002,62.0,2011,Saturday
6950,2011-10-22,Winter,0,10,4,0,6,0,1,9.86,0.3939,0.66,6.0032,4,4,8,9.997399999999999,66.0,2011,Saturday
6951,2011-10-22,Winter,0,10,5,0,6,0,1,9.86,0.3939,0.66,0.0,1,7,8,9.997399999999999,66.0,2011,Saturday
6952,2011-10-22,Winter,0,10,6,0,6,0,1,8.919999999999998,0.3788,0.71,0.0,1,17,18,9.000800000000002,71.0,2011,Saturday
6953,2011-10-22,Winter,0,10,7,0,6,0,1,8.919999999999998,0.3636,0.76,7.0015,8,49,57,7.9975999999999985,76.0,2011,Saturday
6954,2011-10-22,Winter,0,10,8,0,6,0,1,10.8,0.4091,0.71,0.0,26,88,114,11.000600000000002,71.0,2011,Saturday
6955,2011-10-22,Winter,0,10,9,0,6,0,1,11.739999999999998,0.4242,0.67,6.0032,47,122,169,11.997200000000003,67.0,2011,Saturday
6956,2011-10-22,Winter,0,10,10,0,6,0,2,12.68,0.4394,0.62,7.0015,87,149,236,13.000399999999999,62.0,2011,Saturday
6957,2011-10-22,Winter,0,10,11,0,6,0,2,12.68,0.4394,0.62,7.0015,110,172,282,13.000399999999999,62.0,2011,Saturday
6958,2011-10-22,Winter,0,10,12,0,6,0,1,13.620000000000001,0.4545,0.55,6.0032,132,211,343,13.997,55.00000000000001,2011,Saturday
6959,2011-10-22,Winter,0,10,13,0,6,0,1,15.5,0.4848,0.45,0.0,136,186,322,15.9968,45.0,2011,Saturday
6960,2011-10-22,Winter,0,10,14,0,6,0,2,14.559999999999999,0.4697,0.48,15.001299999999999,133,177,310,15.0002,48.0,2011,Saturday
6961,2011-10-22,Winter,0,10,15,0,6,0,1,14.559999999999999,0.4697,0.51,15.001299999999999,159,223,382,15.0002,51.0,2011,Saturday
6962,2011-10-22,Winter,0,10,16,0,6,0,1,15.5,0.4848,0.45,12.998000000000001,169,190,359,15.9968,45.0,2011,Saturday
6963,2011-10-22,Winter,0,10,17,0,6,0,1,13.620000000000001,0.4545,0.55,8.9981,143,217,360,13.997,55.00000000000001,2011,Saturday
6964,2011-10-22,Winter,0,10,18,0,6,0,1,12.68,0.4394,0.54,6.0032,111,224,335,13.000399999999999,54.0,2011,Saturday
6965,2011-10-22,Winter,0,10,19,0,6,0,1,12.68,0.4394,0.67,0.0,47,173,220,13.000399999999999,67.0,2011,Saturday
6966,2011-10-22,Winter,0,10,20,0,6,0,1,11.739999999999998,0.4242,0.67,0.0,48,111,159,11.997200000000003,67.0,2011,Saturday
6967,2011-10-22,Winter,0,10,21,0,6,0,1,10.8,0.4091,0.76,0.0,37,120,157,11.000600000000002,76.0,2011,Saturday
6968,2011-10-22,Winter,0,10,22,0,6,0,1,10.8,0.4091,0.76,0.0,30,114,144,11.000600000000002,76.0,2011,Saturday
6969,2011-10-22,Winter,0,10,23,0,6,0,1,9.86,0.3939,0.82,0.0,27,81,108,9.997399999999999,82.0,2011,Saturday
6970,2011-10-23,Winter,0,10,0,0,0,0,1,8.919999999999998,0.3788,0.87,0.0,24,64,88,9.000800000000002,87.0,2011,Sunday
6971,2011-10-23,Winter,0,10,1,0,0,0,1,8.919999999999998,0.3788,0.87,0.0,11,60,71,9.000800000000002,87.0,2011,Sunday
6972,2011-10-23,Winter,0,10,2,0,0,0,1,7.98,0.3485,0.87,6.0032,10,40,50,7.000999999999998,87.0,2011,Sunday
6973,2011-10-23,Winter,0,10,3,0,0,0,1,7.98,0.3636,0.87,0.0,15,31,46,7.9975999999999985,87.0,2011,Sunday
6974,2011-10-23,Winter,0,10,4,0,0,0,1,7.98,0.3636,0.87,0.0,5,1,6,7.9975999999999985,87.0,2011,Sunday
6975,2011-10-23,Winter,0,10,5,0,0,0,1,7.040000000000001,0.3485,0.87,0.0,1,2,3,7.000999999999998,87.0,2011,Sunday
6976,2011-10-23,Winter,0,10,6,0,0,0,1,7.040000000000001,0.3333,0.87,7.0015,0,12,12,5.997799999999998,87.0,2011,Sunday
6977,2011-10-23,Winter,0,10,7,0,0,0,1,7.98,0.3485,0.87,6.0032,3,18,21,7.000999999999998,87.0,2011,Sunday
6978,2011-10-23,Winter,0,10,8,0,0,0,1,8.919999999999998,0.3485,0.87,8.9981,32,56,88,7.000999999999998,87.0,2011,Sunday
6979,2011-10-23,Winter,0,10,9,0,0,0,1,10.8,0.4091,0.76,0.0,48,95,143,11.000600000000002,76.0,2011,Sunday
6980,2011-10-23,Winter,0,10,10,0,0,0,1,11.739999999999998,0.4242,0.71,6.0032,104,185,289,11.997200000000003,71.0,2011,Sunday
6981,2011-10-23,Winter,0,10,11,0,0,0,1,13.620000000000001,0.4545,0.72,11.0014,131,202,333,13.997,72.0,2011,Sunday
6982,2011-10-23,Winter,0,10,12,0,0,0,1,15.5,0.4848,0.59,16.997899999999998,164,249,413,15.9968,59.0,2011,Sunday
6983,2011-10-23,Winter,0,10,13,0,0,0,1,16.44,0.5,0.55,12.998000000000001,160,255,415,17.0,55.00000000000001,2011,Sunday
6984,2011-10-23,Winter,0,10,14,0,0,0,1,16.44,0.5,0.55,15.001299999999999,192,216,408,17.0,55.00000000000001,2011,Sunday
6985,2011-10-23,Winter,0,10,15,0,0,0,1,16.44,0.5,0.52,11.0014,171,216,387,17.0,52.0,2011,Sunday
6986,2011-10-23,Winter,0,10,16,0,0,0,1,16.44,0.5,0.55,12.998000000000001,188,217,405,17.0,55.00000000000001,2011,Sunday
6987,2011-10-23,Winter,0,10,17,0,0,0,1,15.5,0.4848,0.63,8.9981,120,220,340,15.9968,63.0,2011,Sunday
6988,2011-10-23,Winter,0,10,18,0,0,0,1,15.5,0.4848,0.63,7.0015,88,196,284,15.9968,63.0,2011,Sunday
6989,2011-10-23,Winter,0,10,19,0,0,0,1,13.620000000000001,0.4545,0.77,0.0,53,140,193,13.997,77.0,2011,Sunday
6990,2011-10-23,Winter,0,10,20,0,0,0,1,12.68,0.4394,0.72,6.0032,32,112,144,13.000399999999999,72.0,2011,Sunday
6991,2011-10-23,Winter,0,10,21,0,0,0,1,12.68,0.4394,0.72,6.0032,24,75,99,13.000399999999999,72.0,2011,Sunday
6992,2011-10-23,Winter,0,10,22,0,0,0,1,11.739999999999998,0.4242,0.77,7.0015,25,69,94,11.997200000000003,77.0,2011,Sunday
