id,dteday,season,year,mnth,hour,holiday,weekday,workingday,weather,temp,felt_temp,humidity,windspeed,casual,registered,total
4554,2011-07-13,Fall,2011,7,15,0,3,1,Wednesday,22.080000000000002,20.9996,94.0,8.9981,13,33,46
4555,2011-07-13,Fall,2011,7,16,0,3,1,Wednesday,23.020000000000003,22.9994,89.0,0.0,23,118,141
4556,2011-07-13,Fall,2011,7,17,0,3,1,Wednesday,24.9,28.002199999999995,79.0,0.0,70,418,488
4557,2011-07-13,Fall,2011,7,18,0,3,1,Wednesday,25.839999999999996,30.001999999999995,79.0,8.9981,51,412,463
4558,2011-07-13,Fall,2011,7,19,0,3,1,Wednesday,24.9,28.002199999999995,79.0,7.0015,79,340,419
4559,2011-07-13,Fall,2011,7,20,0,3,1,Wednesday,24.9,28.002199999999995,84.0,11.0014,61,281,342
4560,2011-07-13,Fall,2011,7,21,0,3,1,Wednesday,24.9,28.002199999999995,79.0,7.0015,56,194,250
4561,2011-07-13,Fall,2011,7,22,0,3,1,Wednesday,23.96,26.002399999999994,83.0,12.998000000000001,48,136,184
4562,2011-07-13,Fall,2011,7,23,0,3,1,Wednesday,23.020000000000003,24.0026,83.0,16.997899999999998,33,83,116
4563,2011-07-14,Fall,2011,7,0,0,4,1,Thursday,23.020000000000003,24.999200000000002,69.0,19.999499999999998,14,32,46
4564,2011-07-14,Fall,2011,7,1,0,4,1,Thursday,23.020000000000003,24.999200000000002,61.0,16.997899999999998,4,21,25
4565,2011-07-14,Fall,2011,7,2,0,4,1,Thursday,22.080000000000002,24.999200000000002,56.99999999999999,19.999499999999998,3,7,10
4566,2011-07-14,Fall,2011,7,3,0,4,1,Thursday,21.14,24.999200000000002,56.99999999999999,19.999499999999998,1,5,6
4567,2011-07-14,Fall,2011,7,4,0,4,1,Thursday,21.14,24.999200000000002,53.0,16.997899999999998,0,6,6
4568,2011-07-14,Fall,2011,7,5,0,4,1,Thursday,20.2,24.999200000000002,56.00000000000001,15.001299999999999,6,22,28
4569,2011-07-14,Fall,2011,7,6,0,4,1,Thursday,20.2,24.0026,60.0,15.001299999999999,14,116,130
4570,2011-07-14,Fall,2011,7,7,0,4,1,Thursday,21.14,24.999200000000002,53.0,16.997899999999998,23,311,334
4571,2011-07-14,Fall,2011,7,8,0,4,1,Thursday,22.080000000000002,24.999200000000002,50.0,23.9994,53,433,486
4572,2011-07-14,Fall,2011,7,9,0,4,1,Thursday,23.96,26.002399999999994,47.0,19.0012,29,195,224
4573,2011-07-14,Fall,2011,7,10,0,4,1,Thursday,24.9,26.002399999999994,42.0,16.997899999999998,32,95,127
4574,2011-07-14,Fall,2011,7,11,0,4,1,Thursday,25.839999999999996,26.998999999999995,37.0,15.001299999999999,38,110,148
4575,2011-07-14,Fall,2011,7,12,0,4,1,Thursday,26.78,26.998999999999995,35.0,16.997899999999998,51,172,223
4576,2011-07-14,Fall,2011,7,13,0,4,1,Thursday,27.72,28.002199999999995,33.0,22.0028,39,138,177
4577,2011-07-14,Fall,2011,7,14,0,4,1,Thursday,26.78,26.998999999999995,35.0,19.0012,49,129,178
4578,2011-07-14,Fall,2011,7,15,0,4,1,Thursday,27.72,28.002199999999995,33.0,19.999499999999998,42,138,180
4579,2011-07-14,Fall,2011,7,16,0,4,1,Thursday,27.72,28.002199999999995,33.0,8.9981,43,231,274
4580,2011-07-14,Fall,2011,7,17,0,4,1,Thursday,26.78,26.998999999999995,37.0,8.9981,78,517,595
4581,2011-07-14,Fall,2011,7,18,0,4,1,Thursday,25.839999999999996,26.998999999999995,42.0,12.998000000000001,94,484,578
4582,2011-07-14,Fall,2011,7,19,0,4,1,Thursday,25.839999999999996,26.998999999999995,39.0,15.001299999999999,67,333,400
4583,2011-07-14,Fall,2011,7,20,0,4,1,Thursday,24.9,26.002399999999994,42.0,15.001299999999999,81,267,348
4584,2011-07-14,Fall,2011,7,21,0,4,1,Thursday,23.020000000000003,24.999200000000002,50.0,8.9981,58,203,261
4585,2011-07-14,Fall,2011,7,22,0,4,1,Thursday,22.080000000000002,24.999200000000002,56.99999999999999,6.0032,42,134,176
4586,2011-07-14,Fall,2011,7,23,0,4,1,Thursday,22.080000000000002,24.0026,65.0,16.997899999999998,27,97,124
4587,2011-07-15,Fall,2011,7,0,0,5,1,Friday,21.14,22.9994,73.0,15.001299999999999,23,57,80
4588,2011-07-15,Fall,2011,7,1,0,5,1,Friday,21.14,22.9994,73.0,12.998000000000001,7,13,20
4589,2011-07-15,Fall,2011,7,2,0,5,1,Friday,20.2,22.0028,78.0,11.0014,16,22,38
4590,2011-07-15,Fall,2011,7,3,0,5,1,Friday,20.2,22.9994,73.0,12.998000000000001,1,6,7
4591,2011-07-15,Fall,2011,7,4,0,5,1,Friday,20.2,22.9994,73.0,11.0014,2,8,10
4592,2011-07-15,Fall,2011,7,5,0,5,1,Friday,20.2,22.9994,73.0,8.9981,7,16,23
4593,2011-07-15,Fall,2011,7,6,0,5,1,Friday,20.2,22.9994,73.0,7.0015,12,108,120
4594,2011-07-15,Fall,2011,7,7,0,5,1,Friday,22.080000000000002,24.0026,65.0,7.0015,17,257,274
4595,2011-07-15,Fall,2011,7,8,0,5,1,Friday,22.080000000000002,24.0026,65.0,16.997899999999998,50,514,564
4596,2011-07-15,Fall,2011,7,9,0,5,1,Friday,23.96,26.002399999999994,54.0,12.998000000000001,31,176,207
4597,2011-07-15,Fall,2011,7,10,0,5,1,Friday,23.020000000000003,24.999200000000002,61.0,11.0014,59,107,166
4598,2011-07-15,Fall,2011,7,11,0,5,1,Friday,24.9,26.998999999999995,54.0,8.9981,73,137,210
4599,2011-07-15,Fall,2011,7,12,0,5,1,Friday,24.9,26.998999999999995,48.0,12.998000000000001,61,177,238
4600,2011-07-15,Fall,2011,7,13,0,5,1,Friday,24.9,26.998999999999995,54.0,12.998000000000001,85,162,247
4601,2011-07-15,Fall,2011,7,14,0,5,1,Friday,24.9,26.998999999999995,51.0,12.998000000000001,105,160,265
4602,2011-07-15,Fall,2011,7,15,0,5,1,Friday,25.839999999999996,26.998999999999995,45.0,11.0014,74,163,237
4603,2011-07-15,Fall,2011,7,16,0,5,1,Friday,25.839999999999996,28.002199999999995,51.0,12.998000000000001,96,265,361
4604,2011-07-15,Fall,2011,7,17,0,5,1,Friday,26.78,28.002199999999995,42.0,16.997899999999998,104,483,587
4605,2011-07-15,Fall,2011,7,18,0,5,1,Friday,25.839999999999996,26.998999999999995,45.0,15.001299999999999,102,394,496
4606,2011-07-15,Fall,2011,7,19,0,5,1,Friday,24.9,26.002399999999994,45.0,15.001299999999999,114,280,394
4607,2011-07-15,Fall,2011,7,20,0,5,1,Friday,24.9,26.998999999999995,51.0,15.001299999999999,92,251,343
4608,2011-07-15,Fall,2011,7,21,0,5,1,Friday,23.020000000000003,24.999200000000002,54.0,7.0015,75,186,261
4609,2011-07-15,Fall,2011,7,22,0,5,1,Friday,23.020000000000003,24.999200000000002,56.99999999999999,15.001299999999999,71,152,223
4610,2011-07-15,Fall,2011,7,23,0,5,1,Friday,22.080000000000002,24.999200000000002,61.0,11.0014,41,126,167
4611,2011-07-16,Fall,2011,7,0,0,6,0,Saturday,21.14,24.0026,65.0,12.998000000000001,42,68,110
4612,2011-07-16,Fall,2011,7,1,0,6,0,Saturday,20.2,22.9994,69.0,7.0015,24,51,75
4613,2011-07-16,Fall,2011,7,2,0,6,0,Saturday,20.2,22.9994,73.0,8.9981,10,48,58
4614,2011-07-16,Fall,2011,7,3,0,6,0,Saturday,20.2,22.0028,78.0,8.9981,6,20,26
4615,2011-07-16,Fall,2011,7,4,0,6,0,Saturday,20.2,22.9994,73.0,6.0032,9,7,16
4616,2011-07-16,Fall,2011,7,5,0,6,0,Saturday,19.259999999999998,20.003,78.0,6.0032,4,6,10
4617,2011-07-16,Fall,2011,7,6,0,6,0,Saturday,20.2,22.0028,78.0,11.0014,16,21,37
4618,2011-07-16,Fall,2011,7,7,0,6,0,Saturday,21.14,22.9994,73.0,8.9981,14,38,52
4619,2011-07-16,Fall,2011,7,8,0,6,0,Saturday,23.020000000000003,24.999200000000002,65.0,11.0014,37,90,127
4620,2011-07-16,Fall,2011,7,9,0,6,0,Saturday,24.9,26.998999999999995,54.0,15.001299999999999,72,150,222
4621,2011-07-16,Fall,2011,7,10,0,6,0,Saturday,25.839999999999996,28.002199999999995,54.0,12.998000000000001,114,208,322
4622,2011-07-16,Fall,2011,7,11,0,6,0,Saturday,26.78,28.002199999999995,48.0,15.001299999999999,171,225,396
4623,2011-07-16,Fall,2011,7,12,0,6,0,Saturday,27.72,28.998799999999996,43.0,19.0012,187,276,463
4624,2011-07-16,Fall,2011,7,13,0,6,0,Saturday,27.72,28.998799999999996,45.0,19.999499999999998,221,276,497
4625,2011-07-16,Fall,2011,7,14,0,6,0,Saturday,26.78,28.002199999999995,45.0,19.999499999999998,201,232,433
4626,2011-07-16,Fall,2011,7,15,0,6,0,Saturday,27.72,28.998799999999996,45.0,22.0028,205,223,428
4627,2011-07-16,Fall,2011,7,16,0,6,0,Saturday,27.72,28.998799999999996,45.0,19.0012,183,242,425
4628,2011-07-16,Fall,2011,7,17,0,6,0,Saturday,27.72,28.998799999999996,45.0,15.001299999999999,234,241,475
4629,2011-07-16,Fall,2011,7,18,0,6,0,Saturday,27.72,28.998799999999996,45.0,19.0012,185,243,428
4630,2011-07-16,Fall,2011,7,19,0,6,0,Saturday,26.78,28.998799999999996,48.0,12.998000000000001,164,242,406
4631,2011-07-16,Fall,2011,7,20,0,6,0,Saturday,25.839999999999996,28.002199999999995,51.0,15.001299999999999,108,188,296
4632,2011-07-16,Fall,2011,7,21,0,6,0,Saturday,24.9,26.998999999999995,57.99999999999999,15.001299999999999,85,167,252
4633,2011-07-16,Fall,2011,7,22,0,6,0,Saturday,24.9,26.998999999999995,65.0,19.0012,65,136,201
4634,2011-07-16,Fall,2011,7,23,0,6,0,Saturday,23.96,26.002399999999994,61.0,15.001299999999999,61,107,168
4635,2011-07-17,Fall,2011,7,0,0,0,0,Sunday,23.020000000000003,24.999200000000002,65.0,15.001299999999999,34,91,125
4636,2011-07-17,Fall,2011,7,1,0,0,0,Sunday,22.080000000000002,24.0026,69.0,12.998000000000001,16,86,102
4637,2011-07-17,Fall,2011,7,2,0,0,0,Sunday,22.080000000000002,24.0026,69.0,15.001299999999999,28,66,94
4638,2011-07-17,Fall,2011,7,3,0,0,0,Sunday,22.080000000000002,24.0026,69.0,15.001299999999999,21,26,47
4639,2011-07-17,Fall,2011,7,4,0,0,0,Sunday,21.14,22.9994,73.0,11.0014,4,6,10
4640,2011-07-17,Fall,2011,7,5,0,0,0,Sunday,22.080000000000002,24.0026,69.0,15.001299999999999,4,8,12
4641,2011-07-17,Fall,2011,7,6,0,0,0,Sunday,21.14,22.9994,73.0,11.0014,10,11,21
4642,2011-07-17,Fall,2011,7,7,0,0,0,Sunday,22.080000000000002,24.0026,73.0,11.0014,20,30,50
4643,2011-07-17,Fall,2011,7,8,0,0,0,Sunday,23.96,26.002399999999994,65.0,15.001299999999999,45,73,118
4644,2011-07-17,Fall,2011,7,9,0,0,0,Sunday,25.839999999999996,28.002199999999995,57.99999999999999,15.001299999999999,74,110,184
4645,2011-07-17,Fall,2011,7,10,0,0,0,Sunday,26.78,28.998799999999996,60.0,15.001299999999999,127,177,304
4646,2011-07-17,Fall,2011,7,11,0,0,0,Sunday,27.72,30.001999999999995,55.00000000000001,19.0012,147,244,391
4647,2011-07-17,Fall,2011,7,12,0,0,0,Sunday,27.72,30.001999999999995,55.00000000000001,19.0012,177,243,420
4648,2011-07-17,Fall,2011,7,13,0,0,0,Sunday,29.6,32.9984,49.0,19.999499999999998,200,272,472
4649,2011-07-17,Fall,2011,7,14,0,0,0,Sunday,29.6,32.9984,49.0,23.9994,168,262,430
4650,2011-07-17,Fall,2011,7,15,0,0,0,Sunday,30.54,32.9984,43.0,19.999499999999998,129,195,324
4651,2011-07-17,Fall,2011,7,16,0,0,0,Sunday,29.6,32.001799999999996,46.0,19.999499999999998,129,188,317
4652,2011-07-17,Fall,2011,7,17,0,0,0,Sunday,29.6,32.9984,49.0,26.0027,133,236,369
4653,2011-07-17,Fall,2011,7,18,0,0,0,Sunday,29.6,32.001799999999996,46.0,19.999499999999998,147,243,390
4654,2011-07-17,Fall,2011,7,19,0,0,0,Sunday,27.72,30.001999999999995,55.00000000000001,19.0012,145,234,379
4655,2011-07-17,Fall,2011,7,20,0,0,0,Sunday,27.72,30.998599999999996,57.99999999999999,16.997899999999998,85,177,262
4656,2011-07-17,Fall,2011,7,21,0,0,0,Sunday,26.78,28.998799999999996,62.0,15.001299999999999,59,148,207
4657,2011-07-17,Fall,2011,7,22,0,0,0,Sunday,25.839999999999996,28.998799999999996,66.0,15.001299999999999,65,116,181
4658,2011-07-17,Fall,2011,7,23,0,0,0,Sunday,24.9,28.002199999999995,74.0,8.9981,39,54,93
4659,2011-07-18,Fall,2011,7,0,0,1,1,Monday,24.9,28.002199999999995,74.0,8.9981,21,30,51
4660,2011-07-18,Fall,2011,7,1,0,1,1,Monday,24.9,28.002199999999995,74.0,15.001299999999999,17,8,25
4661,2011-07-18,Fall,2011,7,2,0,1,1,Monday,23.020000000000003,24.0026,83.0,15.001299999999999,2,8,10
4662,2011-07-18,Fall,2011,7,3,0,1,1,Monday,23.020000000000003,24.0026,78.0,12.998000000000001,3,4,7
4663,2011-07-18,Fall,2011,7,4,0,1,1,Monday,22.080000000000002,22.9994,78.0,11.0014,1,3,4
4664,2011-07-18,Fall,2011,7,5,0,1,1,Monday,22.080000000000002,22.9994,78.0,7.0015,2,15,17
4665,2011-07-18,Fall,2011,7,6,0,1,1,Monday,22.080000000000002,22.0028,83.0,7.0015,10,95,105
4666,2011-07-18,Fall,2011,7,7,0,1,1,Monday,23.96,26.002399999999994,74.0,15.001299999999999,22,255,277
4667,2011-07-18,Fall,2011,7,8,0,1,1,Monday,24.9,26.998999999999995,70.0,12.998000000000001,18,329,347
4668,2011-07-18,Fall,2011,7,9,0,1,1,Monday,26.78,30.001999999999995,67.0,15.001299999999999,33,170,203
4669,2011-07-18,Fall,2011,7,10,0,1,1,Monday,27.72,30.998599999999996,62.0,12.998000000000001,52,78,130
4670,2011-07-18,Fall,2011,7,11,0,1,1,Monday,29.6,34.0016,55.00000000000001,6.0032,42,99,141
4671,2011-07-18,Fall,2011,7,12,0,1,1,Monday,29.6,34.998200000000004,59.0,12.998000000000001,39,126,165
4672,2011-07-18,Fall,2011,7,13,0,1,1,Monday,30.54,36.001400000000004,56.00000000000001,16.997899999999998,27,125,152
4673,2011-07-18,Fall,2011,7,14,0,1,1,Monday,30.54,36.001400000000004,56.00000000000001,22.0028,32,106,138
4674,2011-07-18,Fall,2011,7,15,0,1,1,Monday,31.479999999999997,36.998000000000005,53.0,22.0028,53,111,164
4675,2011-07-18,Fall,2011,7,16,0,1,1,Monday,31.479999999999997,36.998000000000005,53.0,19.0012,45,220,265
4676,2011-07-18,Fall,2011,7,17,0,1,1,Monday,31.479999999999997,36.001400000000004,49.0,22.0028,72,473,545
4677,2011-07-18,Fall,2011,7,18,0,1,1,Monday,30.54,34.998200000000004,49.0,23.9994,80,478,558
4678,2011-07-18,Fall,2011,7,19,0,1,1,Monday,29.6,34.0016,55.00000000000001,15.001299999999999,63,335,398
4679,2011-07-18,Fall,2011,7,20,0,1,1,Monday,28.660000000000004,32.9984,59.0,15.001299999999999,91,232,323
4680,2011-07-18,Fall,2011,7,21,0,1,1,Monday,26.78,30.001999999999995,66.0,12.998000000000001,48,154,202
4681,2011-07-18,Fall,2011,7,22,0,1,1,Monday,27.72,32.001799999999996,66.0,15.001299999999999,36,104,140
4682,2011-07-18,Fall,2011,7,23,0,1,1,Monday,26.78,30.001999999999995,66.0,11.0014,32,59,91
4683,2011-07-19,Fall,2011,7,0,0,2,1,Tuesday,26.78,30.001999999999995,66.0,7.0015,25,26,51
4684,2011-07-19,Fall,2011,7,1,0,2,1,Tuesday,26.78,30.001999999999995,66.0,8.9981,7,6,13
4685,2011-07-19,Fall,2011,7,2,0,2,1,Tuesday,25.839999999999996,28.998799999999996,70.0,11.0014,9,4,13
4686,2011-07-19,Fall,2011,7,3,0,2,1,Tuesday,25.839999999999996,28.998799999999996,70.0,11.0014,2,1,3
4687,2011-07-19,Fall,2011,7,4,0,2,1,Tuesday,25.839999999999996,28.998799999999996,70.0,8.9981,1,4,5
4688,2011-07-19,Fall,2011,7,5,0,2,1,Tuesday,24.9,28.002199999999995,74.0,7.0015,0,19,19
4689,2011-07-19,Fall,2011,7,6,0,2,1,Tuesday,25.839999999999996,30.001999999999995,74.0,7.0015,8,126,134
4690,2011-07-19,Fall,2011,7,7,0,2,1,Tuesday,26.78,30.001999999999995,70.0,11.0014,28,287,315
4691,2011-07-19,Fall,2011,7,8,0,2,1,Tuesday,27.72,32.001799999999996,70.0,11.0014,31,381,412
4692,2011-07-19,Fall,2011,7,9,0,2,1,Tuesday,29.6,36.001400000000004,63.0,8.9981,22,177,199
4693,2011-07-19,Fall,2011,7,10,0,2,1,Tuesday,30.54,36.001400000000004,56.00000000000001,11.0014,29,112,141
4694,2011-07-19,Fall,2011,7,11,0,2,1,Tuesday,30.54,36.998000000000005,59.0,0.0,29,98,127
4695,2011-07-19,Fall,2011,7,12,0,2,1,Tuesday,31.479999999999997,38.001200000000004,56.00000000000001,6.0032,26,127,153
4696,2011-07-19,Fall,2011,7,13,0,2,1,Tuesday,32.42,38.997800000000005,53.0,7.0015,33,139,172
4697,2011-07-19,Fall,2011,7,14,0,2,1,Tuesday,32.42,38.001200000000004,50.0,12.998000000000001,41,111,152
4698,2011-07-19,Fall,2011,7,15,0,2,1,Tuesday,33.36,38.001200000000004,44.0,12.998000000000001,48,110,158
4699,2011-07-19,Fall,2011,7,16,0,2,1,Tuesday,34.300000000000004,40.001000000000005,42.0,19.999499999999998,61,216,277
4700,2011-07-19,Fall,2011,7,17,0,2,1,Tuesday,29.6,36.998000000000005,66.0,0.0,68,445,513
4701,2011-07-19,Fall,2011,7,18,0,2,1,Tuesday,29.6,36.998000000000005,66.0,8.9981,80,450,530
4702,2011-07-19,Fall,2011,7,19,0,2,1,Tuesday,27.72,32.9984,75.0,12.998000000000001,54,334,388
4703,2011-07-19,Fall,2011,7,20,0,2,1,Tuesday,26.78,32.001799999999996,74.0,6.0032,48,229,277
4704,2011-07-19,Fall,2011,7,21,0,2,1,Tuesday,26.78,30.998599999999996,74.0,8.9981,47,194,241
4705,2011-07-19,Fall,2011,7,22,0,2,1,Tuesday,26.78,30.998599999999996,74.0,0.0,36,120,156
4706,2011-07-19,Fall,2011,7,23,0,2,1,Tuesday,25.839999999999996,30.001999999999995,79.0,11.0014,19,73,92
4707,2011-07-20,Fall,2011,7,0,0,3,1,Wednesday,24.9,28.002199999999995,84.0,7.0015,11,29,40
4708,2011-07-20,Fall,2011,7,1,0,3,1,Wednesday,24.9,28.002199999999995,84.0,0.0,4,7,11
4709,2011-07-20,Fall,2011,7,2,0,3,1,Wednesday,24.9,28.002199999999995,84.0,0.0,2,7,9
4710,2011-07-20,Fall,2011,7,3,0,3,1,Wednesday,24.9,28.002199999999995,84.0,7.0015,2,4,6
4711,2011-07-20,Fall,2011,7,4,0,3,1,Wednesday,23.96,26.002399999999994,83.0,0.0,0,4,4
4712,2011-07-20,Fall,2011,7,5,0,3,1,Wednesday,23.96,26.002399999999994,83.0,7.0015,4,19,23
4713,2011-07-20,Fall,2011,7,6,0,3,1,Wednesday,23.96,26.002399999999994,89.0,7.0015,5,111,116
4714,2011-07-20,Fall,2011,7,7,0,3,1,Wednesday,24.9,28.002199999999995,84.0,7.0015,27,276,303
4715,2011-07-20,Fall,2011,7,8,0,3,1,Wednesday,26.78,30.998599999999996,74.0,0.0,34,404,438
4716,2011-07-20,Fall,2011,7,9,0,3,1,Wednesday,26.78,30.001999999999995,70.0,6.0032,28,181,209
4717,2011-07-20,Fall,2011,7,10,0,3,1,Wednesday,27.72,32.001799999999996,70.0,0.0,34,76,110
4718,2011-07-20,Fall,2011,7,11,0,3,1,Wednesday,29.6,36.001400000000004,63.0,6.0032,26,116,142
4719,2011-07-20,Fall,2011,7,12,0,3,1,Wednesday,30.54,36.998000000000005,59.0,0.0,28,121,149
4720,2011-07-20,Fall,2011,7,13,0,3,1,Wednesday,31.479999999999997,38.001200000000004,56.00000000000001,12.998000000000001,23,97,120
4721,2011-07-20,Fall,2011,7,14,0,3,1,Wednesday,32.42,38.997800000000005,53.0,15.001299999999999,44,83,127
4722,2011-07-20,Fall,2011,7,15,0,3,1,Wednesday,32.42,38.001200000000004,50.0,11.0014,36,102,138
4723,2011-07-20,Fall,2011,7,16,0,3,1,Wednesday,31.479999999999997,38.001200000000004,56.00000000000001,0.0,30,204,234
4724,2011-07-20,Fall,2011,7,17,0,3,1,Wednesday,31.479999999999997,38.997800000000005,59.0,12.998000000000001,50,405,455
4725,2011-07-20,Fall,2011,7,18,0,3,1,Wednesday,31.479999999999997,38.997800000000005,59.0,15.001299999999999,68,429,497
4726,2011-07-20,Fall,2011,7,19,0,3,1,Wednesday,30.54,40.001000000000005,67.0,11.0014,59,323,382
4727,2011-07-20,Fall,2011,7,20,0,3,1,Wednesday,29.6,38.997800000000005,75.0,15.001299999999999,45,264,309
4728,2011-07-20,Fall,2011,7,21,0,3,1,Wednesday,29.6,36.998000000000005,66.0,11.0014,33,209,242
4729,2011-07-20,Fall,2011,7,22,0,3,1,Wednesday,28.660000000000004,34.998200000000004,70.0,15.001299999999999,25,144,169
4730,2011-07-20,Fall,2011,7,23,0,3,1,Wednesday,27.72,32.9984,75.0,16.997899999999998,26,73,99
4731,2011-07-21,Fall,2011,7,0,0,4,1,Thursday,27.72,32.9984,75.0,12.998000000000001,13,29,42
4732,2011-07-21,Fall,2011,7,1,0,4,1,Thursday,26.78,32.001799999999996,84.0,15.001299999999999,5,16,21
4733,2011-07-21,Fall,2011,7,2,0,4,1,Thursday,26.78,32.001799999999996,84.0,15.001299999999999,2,4,6
4734,2011-07-21,Fall,2011,7,3,0,4,1,Thursday,26.78,30.998599999999996,79.0,8.9981,1,5,6
4735,2011-07-21,Fall,2011,7,4,0,4,1,Thursday,25.839999999999996,30.998599999999996,84.0,7.0015,0,4,4
4736,2011-07-21,Fall,2011,7,5,0,4,1,Thursday,25.839999999999996,30.998599999999996,84.0,7.0015,2,16,18
4737,2011-07-21,Fall,2011,7,6,0,4,1,Thursday,25.839999999999996,30.998599999999996,84.0,7.0015,6,111,117
4738,2011-07-21,Fall,2011,7,7,0,4,1,Thursday,26.78,32.001799999999996,84.0,8.9981,23,251,274
4739,2011-07-21,Fall,2011,7,8,0,4,1,Thursday,27.72,34.0016,79.0,11.0014,23,358,381
4740,2011-07-21,Fall,2011,7,9,0,4,1,Thursday,29.6,38.001200000000004,75.0,16.997899999999998,34,166,200
4741,2011-07-21,Fall,2011,7,10,0,4,1,Thursday,30.54,40.997600000000006,71.0,15.001299999999999,31,47,78
4742,2011-07-21,Fall,2011,7,11,0,4,1,Thursday,32.42,42.9974,63.0,19.999499999999998,27,79,106
4743,2011-07-21,Fall,2011,7,12,0,4,1,Thursday,33.36,42.9974,56.00000000000001,22.0028,29,106,135
4744,2011-07-21,Fall,2011,7,13,0,4,1,Thursday,33.36,42.9974,56.00000000000001,19.999499999999998,21,81,102
4745,2011-07-21,Fall,2011,7,14,0,4,1,Thursday,34.300000000000004,42.9974,50.0,23.9994,50,97,147
4746,2011-07-21,Fall,2011,7,15,0,4,1,Thursday,34.300000000000004,44.9972,53.0,16.997899999999998,40,93,133
4747,2011-07-21,Fall,2011,7,16,0,4,1,Thursday,35.24,44.9972,48.0,19.0012,43,167,210
4748,2011-07-21,Fall,2011,7,17,0,4,1,Thursday,35.24,44.0006,45.0,19.999499999999998,40,374,414
4749,2011-07-21,Fall,2011,7,18,0,4,1,Thursday,34.300000000000004,42.9974,50.0,19.0012,39,343,382
4750,2011-07-21,Fall,2011,7,19,0,4,1,Thursday,32.42,44.9972,67.0,19.0012,51,233,284
4751,2011-07-21,Fall,2011,7,20,0,4,1,Thursday,31.479999999999997,42.9974,71.0,15.001299999999999,38,199,237
4752,2011-07-21,Fall,2011,7,21,0,4,1,Thursday,30.54,42.9974,75.0,15.001299999999999,38,187,225
4753,2011-07-21,Fall,2011,7,22,0,4,1,Thursday,30.54,40.997600000000006,71.0,11.0014,36,113,149
4754,2011-07-21,Fall,2011,7,23,0,4,1,Thursday,29.6,38.001200000000004,71.0,11.0014,40,73,113
4755,2011-07-22,Fall,2011,7,0,0,5,1,Friday,30.54,38.997800000000005,63.0,8.9981,9,51,60
4756,2011-07-22,Fall,2011,7,1,0,5,1,Friday,29.6,36.001400000000004,63.0,0.0,7,17,24
4757,2011-07-22,Fall,2011,7,2,0,5,1,Friday,28.660000000000004,36.998000000000005,79.0,8.9981,0,14,14
4758,2011-07-22,Fall,2011,7,3,0,5,1,Friday,28.660000000000004,36.001400000000004,75.0,7.0015,1,6,7
4759,2011-07-22,Fall,2011,7,4,0,5,1,Friday,27.72,32.9984,75.0,7.0015,8,5,13
4760,2011-07-22,Fall,2011,7,5,0,5,1,Friday,26.78,30.998599999999996,79.0,7.0015,2,17,19
4761,2011-07-22,Fall,2011,7,6,0,5,1,Friday,27.72,32.9984,75.0,6.0032,13,83,96
4762,2011-07-22,Fall,2011,7,7,0,5,1,Friday,29.6,36.998000000000005,66.0,7.0015,20,232,252
4763,2011-07-22,Fall,2011,7,8,0,5,1,Friday,31.479999999999997,40.001000000000005,63.0,11.0014,30,292,322
4764,2011-07-22,Fall,2011,7,9,0,5,1,Friday,32.42,42.9974,63.0,6.0032,31,177,208
4765,2011-07-22,Fall,2011,7,10,0,5,1,Friday,34.300000000000004,44.9972,53.0,6.0032,32,83,115
4766,2011-07-22,Fall,2011,7,11,0,5,1,Friday,34.300000000000004,42.9974,50.0,7.0015,23,86,109
4767,2011-07-22,Fall,2011,7,12,0,5,1,Friday,36.18,46.997,48.0,11.0014,20,95,115
4768,2011-07-22,Fall,2011,7,13,0,5,1,Friday,36.18,48.99680000000001,51.0,11.0014,25,98,123
4769,2011-07-22,Fall,2011,7,14,0,5,1,Friday,37.12,50.0,48.0,19.999499999999998,24,77,101
4770,2011-07-22,Fall,2011,7,15,0,5,1,Friday,36.18,48.99680000000001,51.0,19.999499999999998,32,101,133
4771,2011-07-22,Fall,2011,7,16,0,5,1,Friday,34.300000000000004,38.997800000000005,39.0,19.999499999999998,29,153,182
4772,2011-07-22,Fall,2011,7,17,0,5,1,Friday,33.36,40.001000000000005,47.0,7.0015,35,271,306
4773,2011-07-22,Fall,2011,7,18,0,5,1,Friday,34.300000000000004,38.001200000000004,37.0,11.0014,34,250,284
4774,2011-07-22,Fall,2011,7,19,0,5,1,Friday,32.42,36.001400000000004,41.0,7.0015,40,210,250
4775,2011-07-22,Fall,2011,7,20,0,5,1,Friday,31.479999999999997,38.001200000000004,56.00000000000001,0.0,46,166,212
4776,2011-07-22,Fall,2011,7,21,0,5,1,Friday,30.54,36.998000000000005,59.0,6.0032,38,152,190
4777,2011-07-22,Fall,2011,7,22,0,5,1,Friday,31.479999999999997,36.001400000000004,49.0,6.0032,44,105,149
4778,2011-07-22,Fall,2011,7,23,0,5,1,Friday,29.6,36.001400000000004,63.0,12.998000000000001,19,84,103
4779,2011-07-23,Fall,2011,7,0,0,6,0,Saturday,30.54,36.001400000000004,56.00000000000001,0.0,16,85,101
4780,2011-07-23,Fall,2011,7,1,0,6,0,Saturday,30.54,34.998200000000004,52.0,7.0015,13,57,70
4781,2011-07-23,Fall,2011,7,2,0,6,0,Saturday,30.54,34.998200000000004,52.0,0.0,13,48,61
